Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Sector Affected,Provider,Launch Type,Explosive Weapon Type,Reported Perpetrator,Reported Perpetrator Name,Affected,Aid Workers Killed,Health Workers Killed,Aid Health Workers Killed,Educators Killed,Students Killed,Food Security,SiND Event ID
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85576
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86656
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86657
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection, Aid Operations","IDP/Refugee Service, UN Agency",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,86658
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,,,,,,86552
2024-10-01,,Lebanon,LBN,Baalbek-Hermel Governorate,,,censored by HDX,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84348
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86730
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86734
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85575
2024-10-01,,Lebanon,LBN,South Governorate,,,censored by HDX,"Protection, Aid Operations","IDP/Refugee Service, UN Agency",Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,85573
2024-10-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84317
2024-10-01,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,84318
2024-10-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85364
2024-10-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,"Local Health Care Provider, Private Health Care",Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85363
2024-10-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,8,,,,,86547
2024-10-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,2,,,,,84696
2024-10-01,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85120
2024-10-01,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,1,,,,,84484
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86653
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86654
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86655
2024-10-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,86551
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84849
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86733
2024-10-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85480
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,86731
2024-10-01,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,1,,,,,86550
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86732
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,Education,Local Education Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,87073
2024-10-01,,OPT,PSE,Gaza Strip,,,censored,"Education, Health Care, Aid Operations","Local Health Care Provider, UN Agency",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,2,,1,,,85581
2024-10-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85365
2024-10-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,86549
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,84831
2024-09-30,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,86546
2024-09-30,,Lebanon,LBN,South Governorate,,,censored by HDX,"Protection, Aid Operations","IDP/Refugee Service, UN Agency",Air-Launched: No Information on Platform Type,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Aid Infrastructure,1,,,,,,85078
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,84832
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,84758
2024-09-30,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,3,,,,,84673
2024-09-30,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,1,,,,,84315
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86652
2024-09-30,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,84313
2024-09-30,,Lebanon,LBN,Beqaa Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,6,,,,,84310
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85031
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85032
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,85052
2024-09-30,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,,,,,,84309
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,Education,Local Education Provider,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,85202
2024-09-30,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85362
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85322
2024-09-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85732
2024-09-30,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86541
2024-09-30,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,,,,,,86543
2024-09-30,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,86544
2024-09-29,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,86539
2024-09-29,,Lebanon,LBN,Baalbek-Hermel Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85361
2024-09-29,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85360
2024-09-29,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85358
2024-09-29,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84260
2024-09-29,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86509
2024-09-29,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,2,,,,,86510
2024-09-29,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,,,,,,86511
2024-09-29,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,86512
2024-09-29,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,2,,,,,86513
2024-09-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85030
2024-09-29,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,3,,,,,84273
2024-09-29,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,4,,,,,84272
2024-09-29,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,84274
2024-09-29,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86514
2024-09-29,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,86538
2024-09-29,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,,,,,,86508
2024-09-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,84830
2024-09-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86651
2024-09-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,84829
2024-09-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,84828
2024-09-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86650
2024-09-29,,OPT,PSE,Gaza Strip,,,censored,Education,Local Education Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,85199
2024-09-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,84827
2024-09-29,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,,,,,,84672
2024-09-28,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84217
2024-09-28,,OPT,PSE,West Bank,,,censored,Protection,IDP/Refugee Service,Directly-Emplaced,Hand Grenade,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85054
2024-09-28,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86505
2024-09-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85029
2024-09-28,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85323
2024-09-28,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85321
2024-09-28,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85320
2024-09-28,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85318
2024-09-28,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,1,,,,,86506
2024-09-28,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,,,,,,86503
2024-09-28,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86504
