Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Sector Affected,Provider,Launch Type,Explosive Weapon Type,Reported Perpetrator,Reported Perpetrator Name,Affected,Aid Workers Killed,Health Workers Killed,Aid Health Workers Killed,Educators Killed,Students Killed,Food Security,SiND Event ID
2024-03-21,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85478
2024-03-20,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,,46641
2024-03-20,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46563
2024-03-20,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46653
2024-03-20,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,,46411
2024-03-20,,OPT,PSE,West Bank,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45661
2024-03-19,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46649
2024-03-19,,OPT,PSE,Gaza Strip,,,censored,"Protection, Aid Operations","IDP/Refugee Service, UN Agency",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,46047
2024-03-19,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46651
2024-03-19,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46652
2024-03-19,,OPT,PSE,Gaza Strip,,,censored,"Aid Operations, Food Security",NGO,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,2,,,,,,46024
2024-03-19,,OPT,PSE,Gaza Strip,,,censored,"Protection, Aid Operations","IDP/Refugee Service, NGO",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,46046
2024-03-19,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46650
2024-03-19,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46335
2024-03-18,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46647
2024-03-18,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46648
2024-03-18,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Ground-Launched,Missile,Host Government: Military,Israeli Defence Forces,Multiple,,1,,,,,45438
2024-03-17,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46646
2024-03-16,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46645
2024-03-16,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46562
2024-03-16,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,80917
2024-03-15,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46643
2024-03-15,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,,46644
2024-03-15,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,80884
2024-03-15,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46576
2024-03-14,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations, Food Security","IDP/Refugee Service, Local Health Care Provider, NGO",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Food Infrastructure,,1,,,,,46298
2024-03-14,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46303
2024-03-14,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46498
2024-03-14,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46561
2024-03-14,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46308
2024-03-13,,OPT,PSE,Gaza Strip,,,censored,"Aid Operations, Food Security",UN Agency,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,1,,,,,,45966
2024-03-13,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46636
2024-03-13,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",INGO,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,45039
2024-03-13,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,45034
2024-03-13,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46410
2024-03-11,,Lebanon,LBN,Baalbek-Hermel Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84233
2024-03-10,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86228
2024-03-10,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,80857
2024-03-10,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,1,,,,,86236
2024-03-09,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46451
2024-03-08,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,45032
2024-03-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46635
2024-03-08,,OPT,PSE,Gaza Strip,,,censored,"Protection, Aid Operations","IDP/Refugee Service, INGO",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,1,,,,,,45965
2024-03-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46575
2024-03-07,,OPT,PSE,Gaza Strip,,,censored,Aid Operations,NGO,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Other,,,,,,,46232
2024-03-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46634
2024-03-06,,OPT,PSE,West Bank,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46679
2024-03-06,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Worker,,1,,,,,84664
2024-03-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46633
2024-03-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46302
2024-03-05,,Lebanon,LBN,No Information,,,censored by HDX,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,46622
2024-03-05,,Lebanon,LBN,No Information,,,censored by HDX,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,46617
2024-03-05,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85283
2024-03-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46632
2024-03-04,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,45015
2024-03-04,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86227
2024-03-04,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,3,,,,,57586
2024-03-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46631
2024-03-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46640
2024-03-03,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,3,,,,,44836
2024-03-03,,OPT,PSE,Gaza Strip,,,censored,"Aid Operations, Food Security",NGO,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Food Infrastructure,,,,,,,45670
2024-03-03,,OPT,PSE,Gaza Strip,,,censored,"Aid Operations, Food Security",NGO,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,45624
2024-03-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46609
2024-03-03,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",INGO,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,1,,,,45014
2024-03-02,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations","IDP/Refugee Service, INGO, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Multiple,,2,,,,,44666
2024-03-02,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Directly-emplaced,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44669
2024-03-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46608
2024-03-02,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Worker,,1,,,,,85407
2024-03-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46607
2024-03-02,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",UN Agency,Directly-emplaced,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44667
2024-03-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46236
2024-03-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,None,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46595
2024-03-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,46358
2024-03-01,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44670
2024-02-29,,OPT,PSE,Gaza Strip,,,censored,"Aid Operations, Food Security",NGO,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,45615
2024-02-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45088
2024-02-28,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44707
2024-02-28,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Drone,Missile,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44837
2024-02-27,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86225
2024-02-26,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44713
2024-02-26,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,,44690
2024-02-26,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45064
2024-02-26,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,87350
2024-02-26,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44689
2024-02-26,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44835
2024-02-26,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44712
2024-02-26,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44782
2024-02-26,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",NGO,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44711
2024-02-25,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44714
2024-02-25,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Worker,,1,,,,,44710
2024-02-24,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44797
2024-02-24,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44825
2024-02-24,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44799
2024-02-24,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44702
2024-02-23,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,45887
2024-02-23,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,1,,,,,68641
2024-02-23,,Lebanon,LBN,No Information,,,censored by HDX,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,46624
2024-02-23,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,1,,,,44693
2024-02-23,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,"Health Care, Aid Operations",Government Aid Agency,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Multiple,,2,,,,,44838
2024-02-23,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,,,,,,86224
2024-02-23,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44687
2024-02-23,,Lebanon,LBN,No Information,,,censored by HDX,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,46623
2024-02-22,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44674
2024-02-22,,OPT,PSE,Gaza Strip,,,censored,Aid Operations,UN Agency,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,1,,,,,,45364
2024-02-22,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86333
2024-02-22,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Worker,,1,,,,,44671
2024-02-22,,OPT,PSE,West Bank,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45339
2024-02-22,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,87349
2024-02-22,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44796
2024-02-22,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,4,,,,,44840
2024-02-22,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44968
2024-02-22,,OPT,PSE,Gaza Strip,,,censored,"Aid Operations, Food Security",NGO,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Food Infrastructure,,,,,,,45363
2024-02-21,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45057
2024-02-21,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44967
2024-02-21,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45062
2024-02-20,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,1,,,,,64846
2024-02-20,,OPT,PSE,West Bank,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45249
2024-02-20,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,87348
2024-02-20,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,1,,,,,75278
2024-02-20,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",INGO,Ground-Launched,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,44582
2024-02-20,,OPT,PSE,Gaza Strip,,,censored,"Education, Health Care","Local Education Provider, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Worker,,1,,,,,44584
2024-02-20,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44585
2024-02-19,,Lebanon,LBN,South Governorate,,,censored by HDX,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45024
2024-02-19,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44607
2024-02-19,,OPT,PSE,West Bank,,,censored,Protection,IDP/Refugee Service,Directly-Emplaced,Hand Grenade,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45176
2024-02-19,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44606
2024-02-19,,OPT,PSE,Gaza Strip,,,censored,Aid Operations,NGO,Ground-Launched,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Food Infrastructure,,,,,,,46545
2024-02-18,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44414
2024-02-17,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44826
2024-02-17,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,44564
2024-02-17,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45055
2024-02-17,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44411
2024-02-17,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44413
2024-02-17,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,80759
